.HEADER
..NAMES
Time,V U2.H8
.DATA
9.5003e-09,0.6752
9.5100e-09,0.7138
9.5196e-09,0.7541
9.5293e-09,0.7947
9.5389e-09,0.8342
9.5486e-09,0.8716
9.5582e-09,0.9060
9.5678e-09,0.9371
9.5775e-09,0.9647
9.5871e-09,0.9883
9.5968e-09,1.0074
9.6064e-09,1.0223
9.6161e-09,1.0338
9.6257e-09,1.0432
9.6354e-09,1.0516
9.6450e-09,1.0602
9.6546e-09,1.0696
9.6643e-09,1.0797
9.6739e-09,1.0894
9.6836e-09,1.0978
9.6932e-09,1.1045
9.7029e-09,1.1096
9.7125e-09,1.1136
9.7222e-09,1.1175
9.7318e-09,1.1221
9.7415e-09,1.1280
9.7511e-09,1.1348
9.7607e-09,1.1421
9.7704e-09,1.1496
9.7800e-09,1.1575
9.7897e-09,1.1660
9.7993e-09,1.1747
9.8090e-09,1.1838
9.8186e-09,1.1936
9.8283e-09,1.2038
9.8379e-09,1.2139
9.8475e-09,1.2230
9.8572e-09,1.2303
9.8668e-09,1.2350
9.8765e-09,1.2364
9.8861e-09,1.2347
9.8958e-09,1.2304
9.9054e-09,1.2243
9.9151e-09,1.2167
9.9247e-09,1.2078
9.9344e-09,1.1984
9.9440e-09,1.1892
9.9536e-09,1.1812
9.9633e-09,1.1750
9.9729e-09,1.1708
9.9826e-09,1.1687
9.9922e-09,1.1683
1.00019e-08,1.1692
1.00115e-08,1.1709
1.00212e-08,1.1726
1.00308e-08,1.1740
1.00404e-08,1.1746
1.00501e-08,1.1743
1.00597e-08,1.1733
1.00694e-08,1.1721
1.00790e-08,1.1708
1.00887e-08,1.1694
1.00983e-08,1.1681
1.01080e-08,1.1668
1.01176e-08,1.1655
1.01273e-08,1.1643
1.01369e-08,1.1637
1.01465e-08,1.1640
1.01562e-08,1.1656
1.01658e-08,1.1599
1.01755e-08,1.1326
1.01851e-08,1.0842
1.01948e-08,1.0057
1.02044e-08,0.9015
1.02141e-08,0.7969
1.02237e-08,0.7068
1.02333e-08,0.6383
1.02430e-08,0.5962
1.02526e-08,0.5730
1.02623e-08,0.5546
1.02719e-08,0.5305
1.02816e-08,0.4877
